Conversation
IAA is up 7.52% to 32.88
IAA is up 6.64% to 26.98
IAA is up 8.39% to 31.25
IAA is up 4.95% to 49.60
IAA is down 8.59% to 29.92
IAA is up 8.48% to 28.22
IAA is down 8.20% to 26.98
IAA is up 7.32% to 30.20
IAA has 40% of the salvage unit sales in US versus 55% for Copart. Copart has a 19 billion valuation and a half billion in debt versus Iaa 2 billion debt. Where would this put the valuation of this company?
Undervalued
IAA is down 5.43% to 40.81
IAA is down 17.01% to 29.01
"With the current low volumes, it will visit the 30s, I dont really know how they capture lost customers to copart again?"
IAA is down 5.39% to 37.18
IAA is up 5.14% to 40.90
IAA is up 5.27% to 40.73
IAA is down 8.81% to 27.32
IAA reached an all time high at 57.79
IAA is down 8.16% to 28.47
IAA is up 8.52% to 27.13
IAA is up 8.39% to 43.00
IAA is down 8.49% to 26.19
IAA is up 8.40% to 47.24
Good looking last few days. Cprt reports tomorrow which should beat. We’re in a sweet spot right now.long
https://discord.gg/DgnY8p9
IAA is up 4.95% to 57.72
IAA is down 18.24% to 23.66
IAA is up 5.06% to 56.10
IAA is down 5.03% to 41.51
IAA reached an all time high at 54.29
IAA is down 8.24% to 25.06
IAA is down 5.04% to 39.21
IAA is down 8.80% to 25.23
"Great company to buy shares from, they continue to overcharge customers, raise fees constantly, they make money buy constantly raising fees, that's it! Most dealers hate the company and their tactics, the company has a monopoly on selling junk cars along with COPART, they do the same, RIPPOFF of customers."
IAA reached an all time high at 62.51
