Conversation
"My company uses Secureworks as a MSSP, and they suck! Problem after problem. We have been migrating slowly off their services. We have spoken to other companies that use them as well. Never heard a positive thing about them."
SCWX is up 9.87% to 12.89
"Good numbers, again. But the street and the analysts still seem underwhelmed."
SCWX is down -9.14% to 12.31
SecureWorks is down 6.20% to 20.80
https://discord.gg/EwRzy6P
SecureWorks is up 5.69% to 12.44
SecureWorks is up 5.77% to 18.14
"hmmm heavy volume today and up 4.32% and Key bank says it isnt going anywhere...potential.buy out candidate? SecureWorks Has Limited Upside, KeyBanc Says After Q4 PrintBenzinga"
SecureWorks is down 5.74% to 19.23
SCWX is down -5.69% to 12.27
SCWX is down -9.64% to 11.25
over sold 13
SCWX is down -6.92% to 8.21
SCWX reached a new 52 Week High at 13.68
SCWX reached an all time low at 5.29
SCWX is up 13.58% to 11.71
SCWX reached a 52 Week low at 8.95
SCWX is up 15.83% to 13.39
SCWX is down 36.76% to 6.33
SCWX is down -5.17% to 9.36
"Zacks Investment Research, Inc. upgrades SECUREWORKS CLASS A ORD SHS from NEUTRAL to OUTPERFORM."
SCWX is up 7.75% to 15.85
SCWX is up 5.40% to 9.56
SCWX volume tops 400K today... lots of action here...
to
SecureWorks is down 5.61% to 11.28
https://discord.gg/wEVxF7F9
SCWX is up 11.26% to 9.78
SCWX is down 9.80% to 11.41
"buy today at 8, sell 9 monday"
https://discord.gg/FKfgmEzb
up grade 16
SCWX reached an all time high at $21.81
6000 share buy
SCWX is poised to soar... volume has tripled while on the rise.
SecureWorks is up 6.44% to 14.22
SCWX is down 7.68% to 16.72
SecureWorks is up 6.97% to 13.04
https://discord.gg/QxNqEsw
SCWX is up 7.44% to 13.57
SCWX is down -6.28% to 8.81
SCWX is down 9.82% to 11.75
SCWX is down -6.12% to 13.05
https://discord.gg/AntsqYv5
The stock price is the only metric of SCWX that is not going up - but it will.
bu
SCWX is up 6.49% to 12.97
SCWX is up 9.72% to 16.65
SCWX reached a 52 Week low at 10.13
https://discord.gg/hME5JaD
SCWX is down 7.56% to 10.64
SCWX is up 7.34% to 15.07
buyout
SCWX is down 9.42% to 16.05
Any talk of BO?
SecureWorks is down 6.85% to 14.15
SCWX is up 7.00% to 14.07
absolutely brutal.
SCWX is up 6.66% to 13.14
SecureWorks is down 5.05% to 13.34
bullish 123
SCWX is up 8.36% to $17.63
This will be a 20 stock smart hedgies are involved wont happen right away give it time
SCWX is up 8.01% to $15.65
SCWX reached a new 52 Week High at $16.04
SecureWorks is up 6.15% to 12.25
SecureWorks is up 5.80% to 13.97
SecureWorks is down 5.61% to 20.69
SecureWorks is up 6.64% to 19.76
"Tam dulcis est, ut comederent panem eius meruit laboris. http://dataunion.tistory.com/20053 It is a wise father that knows his own child."
https://discord.gg/3g23ur2Qhy
SCWX is down 7.89% to 13.47
bullish
SCWX is up 8.79% to $15.85
SCWX is down 9.48% to 19.29
bullish 35
bullish 25
